STATE_NAME,STATECODE,STATE_FIPS,COUNTY,CNTY_FIPS,total_bldg_area,LandAreaSqMiles,bldg_area_per_sq_mile
Alabama,AL,01,Autauga,001,6993000,594.44,11764.013188883655
Alabama,AL,01,Baldwin,003,60335200,1589.78,37951.9178754293
Alabama,AL,01,Barbour,005,6098300,884.88,6891.668926860139
Alabama,AL,01,Bibb,007,1386100,622.58,2226.3805454720678
Alabama,AL,01,Blount,009,2821200,644.78,4375.445888520116
Alabama,AL,01,Bullock,011,553000,622.81,887.9112409884235
Alabama,AL,01,Butler,013,2858700,776.83,3679.9557174671418
Alabama,AL,01,Calhoun,015,23999100,605.87,39610.97265089871
Alabama,AL,01,Chambers,017,6910000,596.53,11583.658826882136
Alabama,AL,01,Cherokee,019,1849000,553.7,3339.3534404912407
Alabama,AL,01,Chilton,021,4498200,692.85,6492.314353756224
Alabama,AL,01,Choctaw,023,724700,913.5,793.3223864258347
Alabama,AL,01,Clarke,025,3170300,1238.47,2559.8520755448253
Alabama,AL,01,Clay,027,822400,603.96,1361.6795814292336
Alabama,AL,01,Cleburne,029,1233800,560.1,2202.8209248348508
Alabama,AL,01,Coffee,031,6324600,678.97,9314.991825853867
Alabama,AL,01,Colbert,033,19744700,592.62,33317.6403091357
Alabama,AL,01,Conecuh,035,1498200,850.16,1762.2565164204386
Alabama,AL,01,Coosa,037,640600,650.93,984.1303980458729
Alabama,AL,01,Covington,039,3041800,1030.46,2951.885565669701
Alabama,AL,01,Crenshaw,041,584900,608.84,960.679324617305
Alabama,AL,01,Cullman,043,11197000,734.84,15237.330575363343
Alabama,AL,01,Dale,045,7106600,561.15,12664.349995544864
Alabama,AL,01,Dallas,047,8109500,978.7,8285.991621538775
Alabama,AL,01,DeKalb,049,8460700,777.09,10887.670668777104
Alabama,AL,01,Elmore,051,9698000,618.49,15680.12417339003
Alabama,AL,01,Escambia,053,5855600,945.08,6195.87759766369
Alabama,AL,01,Etowah,055,16678600,534.99,31175.53599132694
Alabama,AL,01,Fayette,057,1359000,627.66,2165.1849727559506
Alabama,AL,01,Franklin,059,3587600,633.82,5660.282099018648
Alabama,AL,01,Geneva,061,1619400,574.41,2819.2406121063354
Alabama,AL,01,Greene,063,365000,647.11,564.0462981564185
Alabama,AL,01,Hale,065,581100,643.94,902.4132683169239
Alabama,AL,01,Henry,067,1409000,561.75,2508.2331998219847
Alabama,AL,01,Houston,069,25319700,579.82,43668.20737470249
Alabama,AL,01,Jackson,071,9525300,1077.87,8837.151047900026
Alabama,AL,01,Jefferson,073,306737700,1111.28,276021.9746598517
Alabama,AL,01,Lamar,075,1452900,604.85,2402.083161114326
Alabama,AL,01,Lauderdale,077,17405900,667.7,26068.443911936498
Alabama,AL,01,Lawrence,079,3017200,690.68,4368.4484855504725
Alabama,AL,01,Lee,081,35985100,607.54,59230.83253777529
Alabama,AL,01,Limestone,083,20145400,559.94,35977.78333392863
Alabama,AL,01,Lowndes,085,562000,715.91,785.0148761715858
Alabama,AL,01,Macon,087,2299700,608.89,3776.8726699403833
Alabama,AL,01,Madison,089,125767700,801.59,156897.79064110082
Alabama,AL,01,Marengo,091,2256200,976.88,2309.5979035296045
Alabama,AL,01,Marion,093,4008400,742.29,5400.045804200515
Alabama,AL,01,Marshall,095,12747800,565.84,22528.983458221403
Alabama,AL,01,Mobile,097,133948900,1229.44,108951.1484903696
Alabama,AL,01,Monroe,099,2852600,1025.68,2781.179315186023
Alabama,AL,01,Montgomery,101,103586500,784.25,132083.519285942
Alabama,AL,01,Morgan,103,33084300,579.34,57106.88024303517
Alabama,AL,01,Perry,105,523600,719.66,727.5657949587305
Alabama,AL,01,Pickens,107,579700,881.41,657.6961913298011
Alabama,AL,01,Pike,109,6500500,672.09,9672.067729024386
Alabama,AL,01,Randolph,111,2278800,580.55,3925.243303763673
Alabama,AL,01,Russell,113,13959700,641.14,21773.247652618775
Alabama,AL,01,St. Clair,115,12359600,631.9,19559.42395948726
Alabama,AL,01,Shelby,117,53304100,784.93,67909.36771431848
Alabama,AL,01,Sumter,119,1033800,903.89,1143.7232406598148
Alabama,AL,01,Talladega,121,20007500,736.78,27155.32452020956
Alabama,AL,01,Tallapoosa,123,4620200,716.52,6448.110310947357
Alabama,AL,01,Tuscaloosa,125,61538800,1321.76,46558.22539644111
Alabama,AL,01,Walker,127,7936800,791.19,10031.471580783376
Alabama,AL,01,Washington,129,2480400,1080.21,2296.220179409559
Alabama,AL,01,Wilcox,131,2110800,888.5,2375.6893640967924
Alabama,AL,01,Winston,133,2175600,612.98,3549.2185715684036
Alaska,AK,02,Aleutians East,013,32100,6981.94,4.597576031876527
Alaska,AK,02,Aleutians West,016,167000,4390.28,38.03857612726296
Alaska,AK,02,Anchorage,020,77585400,1704.68,45513.17549334772
Alaska,AK,02,Bethel,050,142300,40570,3.5075178703475474
Alaska,AK,02,Bristol Bay,060,71500,503.84,141.91013020006352
Alaska,AK,02,Denali,068,210500,12751.41,16.507978333376467
Alaska,AK,02,Dillingham,070,64500,18568.78,3.4735723079276077
Alaska,AK,02,Fairbanks North Star,090,12009000,7338.21,1636.5026348387414
Alaska,AK,02,Haines,100,152200,2318.6,65.64306046752351
Alaska,AK,02,Juneau,110,4304900,2701.93,1593.2685154685726
Alaska,AK,02,Kenai Peninsula,122,5764300,16075.33,358.5805081450894
Alaska,AK,02,Ketchikan Gateway,130,1250100,4858.41,257.3064027119984
Alaska,AK,02,Kodiak Island,150,818500,6549.58,124.96984539466654
Alaska,AK,02,Lake and Peninsula,164,26900,23652.01,1.1373240582935658
Alaska,AK,02,Matanuska-Susitna,170,7534100,24607.9,306.16590607081463
Alaska,AK,02,Nome,180,105600,22961.76,4.5989506030896585
Alaska,AK,02,North Slope,185,192700,88695.41,2.1726039712765295
Alaska,AK,02,Northwest Arctic,188,26700,35572.58,0.750578113816878
Alaska,AK,02,Sitka,220,539800,2870.34,188.06134464906594
Alaska,AK,02,Southeast Fairbanks,240,253600,24768.81,10.238683247196777
Alaska,AK,02,Valdez-Cordova,261,666300,34239.88,19.45976446179134
Alaska,AK,02,Yakutat,282,12500,7649.46,1.6341022765005635
Alaska,AK,02,Yukon-Koyukuk,290,33200,145504.79,0.22817118254320012
Arizona,AZ,04,Apache,001,1579900,11197.52,141.0937421857697
Arizona,AZ,04,Cochise,003,17250200,6165.69,2797.7728364546388
Arizona,AZ,04,Coconino,005,29928600,18618.89,1607.4320219948665
Arizona,AZ,04,Gila,007,5538800,4757.93,1164.119690705832
Arizona,AZ,04,Graham,009,2355400,4622.6,509.54008566607536
Arizona,AZ,04,Greenlee,011,345000,1843.13,187.1815878424202
Arizona,AZ,04,La Paz,012,2401600,4499.63,533.7327735836058
Arizona,AZ,04,Maricopa,013,1482770500,9200.14,161168.25396135278
Arizona,AZ,04,Mohave,015,29641800,13311.08,2226.8516153460123
Arizona,AZ,04,Navajo,017,8634800,9950.42,867.7824654637693
Arizona,AZ,04,Pima,019,260423800,9187.04,28346.866890750447
Arizona,AZ,04,Pinal,021,46547600,5365.61,8675.17393176172
Arizona,AZ,04,Santa Cruz,023,7966400,1236.92,6440.513533615755
Arizona,AZ,04,Yavapai,025,30259100,8123.5,3724.884594078907
Arizona,AZ,04,Yuma,027,24460600,5513.99,4436.097998001447
Arkansas,AR,05,Arkansas,001,2149600,988.77,2174.014179232784
Arkansas,AR,05,Ashley,003,2121500,925.35,2292.646025828065
Arkansas,AR,05,Baxter,005,6475500,554.28,11682.723533232302
Arkansas,AR,05,Benton,007,87335900,847.36,103068.23546072507
Arkansas,AR,05,Boone,009,5482700,590.23,9289.090693458482
Arkansas,AR,05,Bradley,011,903300,649.23,1391.3405110669562
Arkansas,AR,05,Calhoun,013,599600,628.58,953.8960832352285
Arkansas,AR,05,Carroll,015,4311700,630.09,6842.990683870557
Arkansas,AR,05,Chicot,017,810600,644.3,1258.1095762843397
Arkansas,AR,05,Clark,019,2991300,866.07,3453.877862066576
Arkansas,AR,05,Clay,021,1754700,639.47,2743.9911176442993
Arkansas,AR,05,Cleburne,023,2607700,553.69,4709.675088948689
Arkansas,AR,05,Cleveland,025,161800,597.78,270.66813878015324
Arkansas,AR,05,Columbia,027,2887400,766.05,3769.205665426539
Arkansas,AR,05,Conway,029,1815800,552.25,3288.003621548212
Arkansas,AR,05,Craighead,031,30458100,707.21,43067.9713239349
Arkansas,AR,05,Crawford,033,6640800,593.09,11196.951558785344
Arkansas,AR,05,Crittenden,035,14197400,609.76,23283.586985043297
Arkansas,AR,05,Cross,037,1592800,616.38,2584.1201855997924
Arkansas,AR,05,Dallas,039,653800,667.39,979.6370937532777
Arkansas,AR,05,Desha,041,1419400,768.15,1847.8161817353382
Arkansas,AR,05,Drew,043,2155200,828.36,2601.7673475300594
Arkansas,AR,05,Faulkner,045,32097800,647.88,49542.81657096993
Arkansas,AR,05,Franklin,047,839900,608.86,1379.4632592057287
Arkansas,AR,05,Fulton,049,227000,618.19,367.2010223394102
Arkansas,AR,05,Garland,051,28608700,677.78,42209.418985511526
Arkansas,AR,05,Grant,053,1013000,631.81,1603.3301150662385
Arkansas,AR,05,Greene,055,6276200,577.7,10864.11632335122
Arkansas,AR,05,Hempstead,057,3257400,727.52,4477.40268308775
Arkansas,AR,05,Hot Spring,059,3284100,615.2,5338.263979193758
Arkansas,AR,05,Howard,061,1372500,588.55,2332.0023787273813
Arkansas,AR,05,Independence,063,3830500,763.95,5014.071601544603
Arkansas,AR,05,Izard,065,404800,580.58,697.2338006820765
Arkansas,AR,05,Jackson,067,2290200,633.94,3612.644729785153
Arkansas,AR,05,Jefferson,069,16842500,870.75,19342.52081538903
Arkansas,AR,05,Johnson,071,4133500,659.8,6264.777205213702
Arkansas,AR,05,Lafayette,073,665400,528.27,1259.5831676983362
Arkansas,AR,05,Lawrence,075,1002900,587.61,1706.744269158115
Arkansas,AR,05,Lee,077,664200,602.62,1102.1871162590023
Arkansas,AR,05,Lincoln,079,298500,561.52,531.5928194899559
Arkansas,AR,05,Little River,081,603400,532.25,1133.677782996712
Arkansas,AR,05,Logan,083,2572100,708.13,3632.2426673068503
Arkansas,AR,05,Lonoke,085,10157900,770.73,13179.582992747135
Arkansas,AR,05,Madison,087,502900,834.26,602.8096756406876
Arkansas,AR,05,Marion,089,1020100,597.01,1708.6815966231723
Arkansas,AR,05,Miller,091,8422600,625.58,13463.665718213497
Arkansas,AR,05,Mississippi,093,15940600,900.57,17700.567418412782
Arkansas,AR,05,Monroe,095,701500,607.12,1155.4552641981816
Arkansas,AR,05,Montgomery,097,220200,779.88,282.351130943222
Arkansas,AR,05,Nevada,099,409900,617.84,663.4403729120808
Arkansas,AR,05,Newton,101,129700,820.9,157.9973200146181
Arkansas,AR,05,Ouachita,103,2735200,732.78,3732.634624307432
Arkansas,AR,05,Perry,105,290600,551.4,527.0221254987305
Arkansas,AR,05,Phillips,107,1507700,695.66,2167.2943679383607
Arkansas,AR,05,Pike,109,735600,600.62,1224.7344410775531
Arkansas,AR,05,Poinsett,111,3858800,758.39,5088.147259325677
Arkansas,AR,05,Polk,113,1078800,857.68,1257.8117712899916
Arkansas,AR,05,Pope,115,10091300,812.55,12419.297274013907
Arkansas,AR,05,Prairie,117,136900,647.96,211.2784739798753
Arkansas,AR,05,Pulaski,119,218827400,759.76,288021.7437085395
Arkansas,AR,05,Randolph,121,1156600,652.19,1773.4095892301323
Arkansas,AR,05,St. Francis,123,4272700,634.77,6731.099453345307
Arkansas,AR,05,Saline,125,19899900,723.6,27501.243781094527
Arkansas,AR,05,Scott,127,679700,892.32,761.7222521068675
Arkansas,AR,05,Searcy,129,245200,666.1,368.11289596156735
Arkansas,AR,05,Sebastian,131,48340900,531.91,90881.72811189863
Arkansas,AR,05,Sevier,133,1098700,565.13,1944.1544423407004
Arkansas,AR,05,Sharp,135,780600,604.44,1291.4433194361723
Arkansas,AR,05,Stone,137,1069100,606.41,1762.998631289062
Arkansas,AR,05,Union,139,5669300,1039.21,5455.394001212459
Arkansas,AR,05,Van Buren,141,888800,708.14,1255.1190442567854
Arkansas,AR,05,Washington,143,81750000,941.97,86786.20338227332
Arkansas,AR,05,White,145,13732600,1035.08,13267.187077327357
Arkansas,AR,05,Woodruff,147,982800,586.79,1674.875168288485
Arkansas,AR,05,Yell,149,1269700,929.98,1365.2981784554506
California,CA,06,Alameda,001,677273000,739.02,916447.4574436416
California,CA,06,Alpine,003,227400,738.33,307.9923611393279
California,CA,06,Amador,005,4229400,594.58,7113.256416293854
California,CA,06,Butte,007,46593700,1636.46,28472.251078547597
California,CA,06,Calaveras,009,2972700,1020.01,2914.383192321644
California,CA,06,Colusa,011,2158100,1150.73,1875.418212786666
California,CA,06,Contra Costa,013,243492300,715.94,340101.54482219176
California,CA,06,Del Norte,015,3695800,1006.37,3672.40676888222
California,CA,06,El Dorado,017,27220400,1707.88,15938.122116307937
California,CA,06,Fresno,019,270937700,5957.99,45474.68189775411
California,CA,06,Glenn,021,3341600,1313.95,2543.171353552266
California,CA,06,Humboldt,023,19998500,3567.99,5604.976471346613
California,CA,06,Imperial,025,26423600,4176.6,6326.581429871187
California,CA,06,Inyo,027,1411500,10180.88,138.64223917775283
California,CA,06,Kern,029,169134900,8131.92,20798.88882330372
California,CA,06,Kings,031,30990300,1389.42,22304.486764261346
California,CA,06,Lake,033,7438100,1256.46,5919.886029002117
California,CA,06,Lassen,035,2058400,4541.18,453.2742591132701
California,CA,06,Los Angeles,037,3450593400,4057.88,850343.8741411772
California,CA,06,Madera,039,26552600,2137.07,12424.768491439212
California,CA,06,Marin,041,60564600,520.31,116400.99171647672
California,CA,06,Mariposa,043,1149300,1448.82,793.2662442539446
California,CA,06,Mendocino,045,10202200,3506.34,2909.6436740304703
California,CA,06,Merced,047,45330800,1934.97,23427.13323720781
California,CA,06,Modoc,049,567900,3917.77,144.95491057412764
California,CA,06,Mono,051,1762700,3048.98,578.1277673189066
California,CA,06,Monterey,053,88210500,3280.6,26888.52648905688
California,CA,06,Napa,055,60212100,748.36,80458.73643700892
California,CA,06,Nevada,057,12799200,957.77,13363.542395355878
California,CA,06,Orange,059,1067185000,790.57,1349893.1150941725
California,CA,06,Placer,061,103886700,1407.01,73835.08290630486
California,CA,06,Plumas,063,1922500,2553.04,753.0238460815342
California,CA,06,Riverside,065,650658800,7206.48,90288.01856107282
California,CA,06,Sacramento,067,477356800,964.64,494854.8681373362
California,CA,06,San Benito,069,10276900,1388.71,7400.321161365584
California,CA,06,San Bernardino,071,788107500,20056.94,39293.50638731532
California,CA,06,San Diego,073,1068555300,4206.63,254016.94468018343
California,CA,06,San Francisco,075,515649500,46.87,11001696.180925965
California,CA,06,San Joaquin,077,240024100,1391.32,172515.3810769629
California,CA,06,San Luis Obispo,079,62493300,3298.57,18945.573384830393
California,CA,06,San Mateo,081,283472800,448.41,632173.2343168083
California,CA,06,Santa Barbara,083,98238100,2735.09,35917.68461001283
California,CA,06,Santa Clara,085,784625400,1290.1,608189.5977056043
California,CA,06,Santa Cruz,087,51712400,445.17,116163.26347238134
California,CA,06,Shasta,089,31426300,3775.4,8323.965672511522
California,CA,06,Sierra,091,255300,953.21,267.83185237250973
California,CA,06,Siskiyou,093,4548000,6277.89,724.4472266955936
California,CA,06,Solano,095,126427200,821.77,153847.4268956034
California,CA,06,Sonoma,097,142427700,1575.85,90381.50839229622
California,CA,06,Stanislaus,099,140569800,1494.83,94037.3152799984
California,CA,06,Sutter,101,17127600,602.41,28431.79894092064
California,CA,06,Tehama,103,7445900,2949.71,2524.282048065742
California,CA,06,Trinity,105,601500,3179.25,189.19556499174334
California,CA,06,Tulare,107,95715700,4824.22,19840.65817893877
California,CA,06,Tuolumne,109,6029200,2220.88,2714.7797269550806
California,CA,06,Ventura,111,212155100,1843.13,115105.87967207955
California,CA,06,Yolo,113,85839300,1014.69,84596.57629423765
California,CA,06,Yuba,115,12308200,631.84,19479.931628260318
Colorado,CO,08,Adams,001,188153900,1167.65,161138.95430993877
Colorado,CO,08,Alamosa,003,2106600,722.64,2915.144470275656
Colorado,CO,08,Arapahoe,005,208287900,798.1,260979.70179175542
Colorado,CO,08,Archuleta,007,1087700,1350.18,805.5962908649217
Colorado,CO,08,Baca,009,130200,2554.97,50.95950245991147
Colorado,CO,08,Bent,011,1208800,1512.86,799.0164324524411
Colorado,CO,08,Boulder,013,110933600,726.29,152740.09004667558
Colorado,CO,08,Broomfield,014,33192800,33.03,1004928.8525582803
Colorado,CO,08,Chaffee,015,2373000,1013.4,2341.6222616933096
Colorado,CO,08,Cheyenne,017,43500,1778.28,24.461839530332682
Colorado,CO,08,Clear Creek,019,1167600,395.23,2954.2291830073627
Colorado,CO,08,Conejos,021,261300,1287.39,202.96879733414116
Colorado,CO,08,Costilla,023,103400,1226.95,84.27401279595745
Colorado,CO,08,Crowley,025,316000,787.42,401.31060933174166
Colorado,CO,08,Custer,027,327600,738.63,443.5238211283051
Colorado,CO,08,Delta,029,2925900,1142.05,2561.9718926491837
Colorado,CO,08,Denver,031,443644600,153,2899637.908496732
Colorado,CO,08,Dolores,033,57500,1067.05,53.88688440091842
Colorado,CO,08,Douglas,035,77114400,840.25,91775.54299315679
Colorado,CO,08,Eagle,037,12572200,1684.53,7463.3280499605235
Colorado,CO,08,Elbert,039,972500,1850.85,525.4342599346246
Colorado,CO,08,El Paso,041,214692500,2126.8,100946.25728794432
Colorado,CO,08,Fremont,043,6632100,1533.07,4326.025556562975
Colorado,CO,08,Garfield,045,7492900,2947.56,2542.068694106312
Colorado,CO,08,Gilpin,047,3017100,149.9,20127.41827885257
Colorado,CO,08,Grand,049,2498500,1846.33,1353.2250464434853
Colorado,CO,08,Gunnison,051,2632900,3239.1,812.8492482479701
Colorado,CO,08,Hinsdale,053,98600,1117.25,88.25240545983442
Colorado,CO,08,Huerfano,055,864300,1591,543.2432432432432
Colorado,CO,08,Jackson,057,84900,1613.72,52.61135760850705
Colorado,CO,08,Jefferson,059,162825300,764.21,213063.5558288952
Colorado,CO,08,Kiowa,061,43600,1767.77,24.663842015646832
Colorado,CO,08,Kit Carson,063,907200,2160.82,419.84061606242074
Colorado,CO,08,Lake,065,1051000,376.91,2788.4640895704542
Colorado,CO,08,La Plata,067,7617500,1692.08,4501.855704222023
Colorado,CO,08,Larimer,069,104043100,2596,40078.235747303544
Colorado,CO,08,Las Animas,071,1952500,4772.67,409.10014729700566
Colorado,CO,08,Lincoln,073,666900,2577.63,258.7260390358585
Colorado,CO,08,Logan,075,2594300,1838.55,1411.057626934269
Colorado,CO,08,Mesa,077,25457000,3328.97,7647.110067077805
Colorado,CO,08,Mineral,079,56600,875.67,64.63622140760789
Colorado,CO,08,Moffat,081,1552000,4743.29,327.1990538212928
Colorado,CO,08,Montezuma,083,3167800,2029.53,1560.853990825462
Colorado,CO,08,Montrose,085,6165200,2240.7,2751.4615968224216
Colorado,CO,08,Morgan,087,2961300,1280.43,2312.7386893465477
Colorado,CO,08,Otero,089,2502000,1261.96,1982.6301943009287
Colorado,CO,08,Ouray,091,484900,541.59,895.3267231669713
Colorado,CO,08,Park,093,738000,2193.85,336.39492216879006
Colorado,CO,08,Phillips,095,103500,687.93,150.45135406218657
Colorado,CO,08,Pitkin,097,4295300,970.7,4424.951066240857
Colorado,CO,08,Prowers,099,1189600,1638.4,726.07421875
Colorado,CO,08,Pueblo,101,42282800,2386.1,17720.464356062195
Colorado,CO,08,Rio Blanco,103,558600,3220.93,173.428171366655
Colorado,CO,08,Rio Grande,105,1373900,911.96,1506.5353743585245
Colorado,CO,08,Routt,107,3933500,2362.03,1665.30484371494
Colorado,CO,08,Saguache,109,246600,3168.53,77.82788864236727
Colorado,CO,08,San Juan,111,170400,387.49,439.75328395571495
Colorado,CO,08,San Miguel,113,943800,1286.61,733.5556229160352
Colorado,CO,08,Sedgwick,115,179700,548.04,327.8957740310926
Colorado,CO,08,Summit,117,7319100,608.36,12030.869879676507
Colorado,CO,08,Teller,119,3268200,557.06,5866.872509244965
Colorado,CO,08,Washington,121,114000,2518.03,45.27348760737561
Colorado,CO,08,Weld,123,69606700,3987.24,17457.36399113171
Colorado,CO,08,Yuma,125,511300,2364.41,216.24845098777286
Connecticut,CT,09,Fairfield,001,269196600,624.89,430790.3791067228
Connecticut,CT,09,Hartford,003,367500800,735.1,499933.07033056725
Connecticut,CT,09,Litchfield,005,40938400,920.56,44471.191448683414
Connecticut,CT,09,Middlesex,007,36977300,369.3,100128.08015163823
Connecticut,CT,09,New Haven,009,249006400,604.51,411914.4431026782
Connecticut,CT,09,New London,011,80450300,664.88,120999.72927445555
Connecticut,CT,09,Tolland,013,24253300,410.21,59124.107164623
Connecticut,CT,09,Windham,015,25548900,512.91,49811.66286483009
Delaware,DE,10,Kent,001,42772600,586.18,72968.37148998602
Delaware,DE,10,New Castle,003,199438900,426.29,467847.94388796354
Delaware,DE,10,Sussex,005,31995700,936.08,34180.51875908042
District of Columbia,DC,11,District of Columbia,001,522939500,61.05,8565757.575757576
Florida,FL,12,Alachua,001,104183200,875.02,119063.79282759251
Florida,FL,12,Baker,003,3637400,585.23,6215.334142132153
Florida,FL,12,Bay,005,71821500,758.46,94693.8533343881
Florida,FL,12,Bradford,007,2495600,293.96,8489.59042046537
Florida,FL,12,Brevard,009,143709200,1015.66,141493.41315006991
Florida,FL,12,Broward,011,726925500,1209.79,600869.1591102588
Florida,FL,12,Calhoun,013,737200,567.33,1299.420090599827
Florida,FL,12,Charlotte,015,35751100,680.28,52553.507379314404
Florida,FL,12,Citrus,017,29288000,581.7,50348.97713598074
Florida,FL,12,Clay,019,31373400,604.36,51911.77443907605
Florida,FL,12,Collier,021,101981000,1998.32,51033.36802914448
Florida,FL,12,Columbia,023,16517000,797.57,20709.154055443407
Florida,FL,12,DeSoto,027,7783100,637.06,12217.216588704361
Florida,FL,12,Dixie,029,1118400,705.05,1586.2704772711156
Florida,FL,12,Duval,031,480964900,762.19,631030.1893228722
Florida,FL,12,Escambia,033,99489600,656.46,151554.70249520152
Florida,FL,12,Flagler,035,18014200,485.46,37107.48568368146
Florida,FL,12,Franklin,037,1408900,534.73,2634.7876498419764
Florida,FL,12,Gadsden,039,11145000,516.33,21585.032827842657
Florida,FL,12,Gilchrist,041,929300,349.68,2657.572637840311
Florida,FL,12,Glades,043,1580000,806.01,1960.2734457388867
Florida,FL,12,Gulf,045,1920100,564.01,3404.37226290314
Florida,FL,12,Hamilton,047,917500,513.79,1785.7490414371632
Florida,FL,12,Hardee,049,2377600,637.78,3727.9312615635486
Florida,FL,12,Hendry,051,6214900,1152.75,5391.3684667100415
Florida,FL,12,Hernando,053,24470400,472.54,51784.82244889321
Florida,FL,12,Highlands,055,22282500,1016.62,21918.219196946746
Florida,FL,12,Hillsborough,057,516682600,1020.21,506447.3000656727
Florida,FL,12,Holmes,059,544800,478.78,1137.8921425289277
Florida,FL,12,Indian River,061,29166400,502.87,57999.880684868855
Florida,FL,12,Jackson,063,6891000,917.76,7508.498953974896
Florida,FL,12,Jefferson,065,2247600,598.1,3757.900016719612
Florida,FL,12,Lafayette,067,391000,543.41,719.5303730148507
Florida,FL,12,Lake,069,72383400,938.38,77136.55448752105
Florida,FL,12,Lee,071,204568400,784.51,260759.45494639967
Florida,FL,12,Leon,073,131643400,666.85,197410.81202669264
Florida,FL,12,Levy,075,3996000,1118.21,3573.568471038535
Florida,FL,12,Liberty,077,1169000,835.56,1399.0617071185793
Florida,FL,12,Madison,079,3868300,695.95,5558.301602126589
Florida,FL,12,Manatee,081,126410800,742.93,170151.69666051984
Florida,FL,12,Marion,083,77400800,1584.55,48847.180587548515
Florida,FL,12,Martin,085,40408500,543.46,74354.13829904684
Florida,FL,12,Miami-Dade,086,1277845400,1897.72,673358.2404148135
Florida,FL,12,Monroe,087,18540900,983.28,18856.17525018306
Florida,FL,12,Nassau,089,23375800,648.64,36038.172175629006
Florida,FL,12,Okaloosa,091,47728600,930.25,51307.28298844396
Florida,FL,12,Okeechobee,093,4880900,768.91,6347.817039705557
Florida,FL,12,Orange,095,629168200,903.43,696421.6375369426
Florida,FL,12,Osceola,097,89350300,1327.45,67309.72918000678
Florida,FL,12,Palm Beach,099,439456400,1969.76,223101.4945983267
Florida,FL,12,Pasco,101,94869300,746.89,127019.10589243396
Florida,FL,12,Pinellas,103,325427000,273.8,1188557.3411249085
Florida,FL,12,Polk,105,186253900,1797.84,103598.70733769413
Florida,FL,12,Putnam,107,11542700,727.62,15863.637613039773
Florida,FL,12,St. Johns,109,50174500,600.66,83532.28115739353
Florida,FL,12,St. Lucie,111,62380200,571.93,109069.64138968056
Florida,FL,12,Santa Rosa,113,21326700,1011.61,21081.93869178834
Florida,FL,12,Sarasota,115,132726900,555.87,238773.27432673107
Florida,FL,12,Seminole,117,151941600,309.22,491370.5452428691
Florida,FL,12,Sumter,119,14067500,546.93,25720.84178962573
Florida,FL,12,Suwannee,121,4529600,688.55,6578.461985331494
Florida,FL,12,Taylor,123,2441600,1043.31,2340.244031016668
Florida,FL,12,Union,125,790600,243.56,3246.0174084414516
Florida,FL,12,Volusia,127,149866700,1101.03,136115.00140777274
Florida,FL,12,Wakulla,129,3032700,606.42,5000.989413277926
Florida,FL,12,Walton,131,13291400,1037.63,12809.382920694274
Florida,FL,12,Washington,133,1594700,582.8,2736.27316403569
Georgia,GA,13,Appling,001,1147400,507.08,2262.7593279166995
Georgia,GA,13,Atkinson,003,930600,339.38,2742.0590488537923
Georgia,GA,13,Bacon,005,1452400,258.58,5616.830381313327
Georgia,GA,13,Baker,007,145200,341.94,424.63590103526934
Georgia,GA,13,Baldwin,009,10295700,257.84,39930.57710207881
Georgia,GA,13,Banks,011,2387500,232.09,10286.957645740877
Georgia,GA,13,Barrow,013,16244800,160.31,101333.66602208221
Georgia,GA,13,Bartow,015,41578900,459.54,90479.39243591417
Georgia,GA,13,Ben Hill,017,3732100,250.12,14921.23780585319
Georgia,GA,13,Berrien,019,3109500,451.9,6880.947112192964
Georgia,GA,13,Bibb,021,68065400,249.76,272523.22229340166
Georgia,GA,13,Bleckley,023,1192800,215.87,5525.5477833881505
Georgia,GA,13,Brantley,025,244600,442.36,552.9433040962112
Georgia,GA,13,Brooks,027,1201100,493.05,2436.061251394382
Georgia,GA,13,Bryan,029,5973700,435.97,13702.089593320641
Georgia,GA,13,Bulloch,031,20615100,672.81,30640.2996388282
Georgia,GA,13,Burke,033,3408100,826.97,4121.189402275778
Georgia,GA,13,Butts,035,8888600,184.39,48205.43413417214
Georgia,GA,13,Calhoun,037,202900,280.37,723.686557049613
Georgia,GA,13,Camden,039,10259900,613.03,16736.375055054403
Georgia,GA,13,Candler,043,708900,243.04,2916.803818301514
Georgia,GA,13,Carroll,045,24795300,499.08,49682.01490742967
Georgia,GA,13,Catoosa,047,11538700,162.16,71156.26541687222
Georgia,GA,13,Charlton,049,773600,773.58,1000.0258538224876
Georgia,GA,13,Chatham,051,173521400,426.44,406906.95056748897
Georgia,GA,13,Chattahoochee,053,339300,248.74,1364.0749376859371
Georgia,GA,13,Chattooga,055,1702300,313.34,5432.756749856387
Georgia,GA,13,Cherokee,057,52968100,421.67,125615.05442644721
Georgia,GA,13,Clarke,059,47569200,119.2,399070.4697986577
Georgia,GA,13,Clay,061,223900,195.38,1145.9719520933565
Georgia,GA,13,Clay,061,121304000,195.38,620861.9101238612
Georgia,GA,13,Clayton,063,121304000,141.57,856848.2023027478
Georgia,GA,13,Clinch,065,968400,800.22,1210.1672040188948
Georgia,GA,13,Cobb,067,286383800,339.55,843421.5873950816
Georgia,GA,13,Coffee,069,5086300,575.1,8844.201008520256
Georgia,GA,13,Colquitt,071,6808600,544.15,12512.358724616375
Georgia,GA,13,Columbia,073,23551500,290.09,81186.87303940157
Georgia,GA,13,Cook,075,4480100,227.16,19722.222222222223
